"ages"	"hours"	"p"
"179"	70	2.88579773794338	53.446554598021
"180"	76	7.36738785985028	39.27586086482
"181"	69	4.85766282961046	45.5770324105991
"182"	66	8.32671223508155	35.0003861733483
"183"	60	5.74032900570219	40.3832007966417
"184"	63	7.13396496321845	36.5055083160624
"185"	67	4.13044571571898	50.1103251210373
"186"	70	6.09414413425151	43.6661990938807
"187"	60	5.74184854137573	41.0139832614703
"188"	58	3.24616234119153	47.1571710015437
"189"	85	6.61938537126116	45.3118816785677
"190"	55	9.08532017341715	27.9498951964576
"191"	59	5.18161133346091	43.3263006891615
"192"	80	6.67603245627018	44.6824623034588
"193"	66	2.62832175310839	54.0826903195347
"194"	54	5.38610697598177	39.2346772877447
"195"	58	6.81040871868426	36.1610227764368
"196"	84	9.1519328611068	36.7430071530362
"197"	73	7.81642290470861	38.772667300838
"198"	50	3.04913415605076	46.0734817866441
"199"	81	6.38220447350681	46.566026510134
"200"	84	8.08037050665896	41.5518279199292
